PAID,DATE,NGB Name,SPORT,Budget
"9,570.00",09/08/2011,British Judo Association,Judo - Visually Impaired,Lottery
"1,493.00",09/08/2011,British Fencing Association,Fencing,Exchequer
"149,926.00",09/08/2011,British Canoe Union,Canoeing,Exchequer
"34,341.00",09/08/2011,British Swimming,Swimming,Exchequer
"385,128.00",09/08/2011,British Swimming,Swimming,Exchequer
"233,540.00",09/08/2011,British Swimming,Swimming,Lottery
"41,567.00",09/08/2011,British Swimming,Synchronised Swimming,Exchequer
"2,893.00",09/08/2011,British Swimming,Synchronised Swimming,Exchequer
"1,615.00",09/08/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"8,370.00",09/08/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
645.00,09/08/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"5,999.00",09/08/2011,World Class Lifting (Paralympic),Powerlifting,Lottery
"18,140.00",09/08/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"36,222.00",09/08/2011,Uk Athletics,Disability Athletics,Lottery
"2,239.00",09/08/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"123,295.00",09/08/2011,British Equestrian Federation,Equestrian,Exchequer
"96,058.00",09/08/2011,British Swimming,Water Polo,Lottery
"30,291.00",09/08/2011,British Swimming,Synchronised Swimming,Lottery
"9,675.00",09/08/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"20,008.00",09/08/2011,British Equestrian Federation,Equestrian,Lottery
"40,017.00",09/08/2011,British Rowing,Rowing,Lottery
"284,650.00",09/08/2011,British Rowing,Rowing,Exchequer
"4,297.00",09/08/2011,British Rowing,Rowing,Exchequer
"3,867.00",09/08/2011,Uk Athletics,Disability Athletics,Exchequer
"21,423.00",09/08/2011,British Disabled Fencing Association,Disability Fencing,Lottery
"55,831.00",09/08/2011,British Swimming,Diving,Exchequer
629.00,09/08/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"69,629.00",09/08/2011,British Canoe Union,Canoeing,Lottery
"2,305.00",09/08/2011,Disability Snowsport UK,Paralympic Skiing,Lottery
"3,138.00",09/08/2011,British Volleyball Federation,Volleyball,Exchequer
"49,054.00",09/08/2011,British Triathlon Federation,Triathlon,Exchequer
"11,292.00",09/08/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"216,938.00",09/08/2011,Royal Yachting Association,Sailing,Exchequer
"1,733.00",09/08/2011,Royal Yachting Association,Sailing,Exchequer
"33,653.00",09/08/2011,World Class Lifting,Weightlifting,Lottery
"20,788.00",09/08/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"1,568.00",09/08/2011,British Shooting,Target Shooting,Exchequer
"61,765.00",09/08/2011,British Shooting,Target Shooting,Lottery
"282,205.00",09/08/2011,Uk Athletics,Athletics,Exchequer
"60,461.00",09/08/2011,British Triathlon Federation,Triathlon,Lottery
"3,867.00",09/08/2011,British Swimming,Diving,Exchequer
"147,981.00",09/08/2011,Uk Athletics,Athletics,Lottery
"59,393.00",09/08/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"11,478.00",09/08/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"5,254.00",09/08/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"3,726.00",09/08/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"47,939.00",09/08/2011,Pentathlon GB,Modern Pentathlon,Lottery
"72,621.00",09/08/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"5,318.00",09/08/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"79,404.00",09/08/2011,British Amateur Boxing Association Ltd,Boxing,Lottery
"12,487.00",09/08/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"32,437.00",09/08/2011,British Wrestling Association,Wrestling,Lottery
"17,001.00",09/08/2011,British Rowing,Rowing - Adaptive,Exchequer
"78,898.00",09/08/2011,Badminton England,Badminton,Exchequer
"40,509.00",09/08/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"97,631.00",09/08/2011,British Gymnastics,Gymnastics - Women's Artistic,Lottery
944.00,09/08/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"70,411.00",09/08/2011,British Judo Association,Judo,Exchequer
"126,569.00",09/08/2011,England Hockey,Hockey,Lottery
"44,551.00",09/08/2011,Grand National Archery Society,Archery,Exchequer
"1,229.00",09/08/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"10,012.00",09/08/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"1,375.00",09/08/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"9,464.00",09/08/2011,British Canoe Union,Canoeing,Exchequer
"4,881.00",09/08/2011,British Swimming,Swimming,Exchequer
"7,933.00",09/08/2011,British Equestrian Federation,Equestrian,Exchequer
"89,022.00",09/08/2011,British Swimming,Para Swimming,Exchequer
"7,806.00",09/08/2011,British Swimming,Para Swimming,Exchequer
"140,009.00",09/08/2011,Royal Yachting Association,Sailing,Lottery
"57,796.00",09/08/2011,British Volleyball Federation,Volleyball,Lottery
"40,657.00",09/08/2011,British Cycling Federation,Cycling,Lottery
"3,133.00",09/08/2011,British Triathlon Federation,Triathlon,Exchequer
"37,704.00",09/08/2011,Sport Taekwondo Limited,Taekwondo,Lottery
"2,037.00",09/08/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
716.00,09/08/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Exchequer
"53,102.00",09/08/2011,British Swimming,Para Swimming,Lottery
930.00,09/08/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"12,746.00",09/08/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"1,378.00",09/08/2011,British Rowing,Rowing - Adaptive,Exchequer
"3,322.00",09/08/2011,English Institute of Sport Company,,Exchequer
"23,068.00",09/08/2011,sportscotland,,Lottery
"41,423.00",09/08/2011,British Fencing Association,Fencing,Lottery
"96,223.00",09/08/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"19,178.00",09/08/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
764.00,09/08/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"27,630.00",09/08/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"85,553.00",09/08/2011,British Equestrian Federation,Equestrian,Lottery
"50,211.00",09/08/2011,Uk Athletics,Disability Athletics,Exchequer
"39,601.00",09/08/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"72,800.00",09/08/2011,British Swimming,Diving,Lottery
"9,343.00",09/08/2011,Grand National Archery Society,Archery - Paralympic,Lottery
"15,913.00",09/08/2011,British Rowing,Rowing - Adaptive,Lottery
"204,924.00",09/08/2011,British Cycling Federation,Cycling,Lottery
"30,788.00",09/08/2011,Royal Yachting Association,Sailing,Lottery
"8,233.00",09/08/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"5,167.00",09/08/2011,British Rowing,Rowing - Adaptive,Lottery
"25,501.00",09/08/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"12,371.00",09/08/2011,Great Britain Boccia,Boccia,Lottery
"2,134.00",09/08/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"73,839.00",09/08/2011,English Institute of Sport Company,,Exchequer
"62,076.00",09/08/2011,British Handball Association,Handball,Lottery
"32,917.00",09/08/2011,British Canoe Union,Canoeing,Lottery
"2,067.00",09/08/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"4,837.00",09/08/2011,Royal Yachting Association,Sailing,Lottery
"2,271.00",09/08/2011,British Swimming,Water Polo,Exchequer
"13,353.00",09/08/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"13,839.00",09/08/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Lottery
"272,592.00",09/08/2011,British Cycling Federation,Cycling,Exchequer
870.00,09/08/2011,World Class Lifting,Weightlifting,Exchequer
"18,845.00",09/08/2011,sportscotland,,Exchequer
"6,003.00",09/08/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"15,907.00",09/08/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"18,845.00",07/09/2011,sportscotland,,Exchequer
"18,124.00",07/09/2011,sportscotland,,Exchequer
"12,195.00",07/09/2011,British Blind Sport - Goalball,,Lottery
"1,000.00",07/09/2011,sportscotland,,Exchequer
389.00,07/09/2011,British Blind Sport - Goalball,,Exchequer
"61,092.00",07/09/2011,Sports Coach UK,,Exchequer
"23,067.00",07/09/2011,sportscotland,,Lottery
"832,686.00",07/09/2011,English Institute of Sport Company,,Exchequer
"73,839.00",07/09/2011,English Institute of Sport Company,,Exchequer
"5,333.00",07/09/2011,English Institute of Sport Company,,Exchequer
"5,650.00",07/09/2011,British Bobsleigh Ltd,Bobsleigh,Exchequer
"21,554.00",07/09/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"15,913.00",07/09/2011,British Rowing,Rowing - Adaptive,Lottery
"50,096.00",07/09/2011,British Performance Basketball Ltd,Basketball,Lottery
"3,998.00",07/09/2011,British Performance Basketball Ltd,Basketball,Exchequer
"2,037.00",07/09/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"31,000.00",07/09/2011,British Performance Basketball Ltd,Basketball,Lottery
"38,691.00",07/09/2011,Great Britain Boccia,Boccia,Lottery
"4,725.00",07/09/2011,Badminton England,Badminton,Exchequer
"40,509.00",07/09/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"96,223.00",07/09/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"1,717.00",07/09/2011,British Handball Association,Handball,Exchequer
"19,447.00",07/09/2011,British Bob Skeleton Association,Skeleton,Exchequer
"12,220.00",07/09/2011,British Bob Skeleton Association,Skeleton,Lottery
"11,455.00",07/09/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"62,076.00",07/09/2011,British Handball Association,Handball,Lottery
"4,437.00",07/09/2011,British Judo Association,Judo,Exchequer
"61,160.00",07/09/2011,British Judo Association,Judo,Lottery
"129,897.00",07/09/2011,England Hockey,Hockey,Exchequer
"8,209.00",07/09/2011,England Hockey,Hockey,Exchequer
"19,178.00",07/09/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"2,134.00",07/09/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"2,067.00",07/09/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"25,592.00",07/09/2011,Grand National Archery Society,Archery,Lottery
"2,890.00",07/09/2011,Grand National Archery Society,Archery,Exchequer
"44,551.00",07/09/2011,Grand National Archery Society,Archery,Exchequer
"30,788.00",07/09/2011,Royal Yachting Association,Sailing,Lottery
"3,197.00",07/09/2011,Uk Athletics,Athletics,Exchequer
"1,229.00",07/09/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"10,012.00",07/09/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"17,001.00",07/09/2011,Great Britain Boccia,Boccia,Exchequer
"1,375.00",07/09/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"149,926.00",07/09/2011,British Canoe Union,Canoeing,Exchequer
"9,464.00",07/09/2011,British Canoe Union,Canoeing,Exchequer
"2,893.00",07/09/2011,British Swimming,Synchronised Swimming,Exchequer
"27,630.00",07/09/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"8,370.00",07/09/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"5,999.00",07/09/2011,World Class Lifting (Paralympic),Powerlifting,Lottery
"18,140.00",07/09/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"9,343.00",07/09/2011,Grand National Archery Society,Archery - Paralympic,Lottery
"36,222.00",07/09/2011,Uk Athletics,Disability Athletics,Lottery
"15,907.00",07/09/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"2,239.00",07/09/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"123,295.00",07/09/2011,British Equestrian Federation,Equestrian,Exchequer
"7,933.00",07/09/2011,British Equestrian Federation,Equestrian,Exchequer
"85,553.00",07/09/2011,British Equestrian Federation,Equestrian,Lottery
"2,271.00",07/09/2011,British Swimming,Water Polo,Exchequer
"96,058.00",07/09/2011,British Swimming,Water Polo,Lottery
"89,022.00",07/09/2011,British Swimming,Para Swimming,Exchequer
"20,008.00",07/09/2011,British Equestrian Federation,Equestrian,Lottery
"7,806.00",07/09/2011,British Swimming,Para Swimming,Exchequer
"40,017.00",07/09/2011,British Rowing,Rowing,Lottery
"4,297.00",07/09/2011,British Rowing,Rowing,Exchequer
"21,423.00",07/09/2011,British Disabled Fencing Association,Disability Fencing,Lottery
"50,211.00",07/09/2011,Uk Athletics,Disability Athletics,Exchequer
"51,025.00",07/09/2011,Pentathlon GB,Modern Pentathlon,Lottery
"451,931.00",07/09/2011,British Rowing,Rowing,Lottery
"69,629.00",07/09/2011,British Canoe Union,Canoeing,Lottery
870.00,07/09/2011,World Class Lifting,Weightlifting,Exchequer
"30,859.00",07/09/2011,British Bob Skeleton Association,Skeleton,Lottery
"25,730.00",07/09/2011,Badminton England,Badminton,Lottery
"31,649.00",07/09/2011,Great Britain Boccia,Boccia,Lottery
"13,839.00",07/09/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Lottery
"40,658.00",07/09/2011,British Cycling Federation,Cycling,Lottery
"3,133.00",07/09/2011,British Triathlon Federation,Triathlon,Exchequer
"10,760.00",07/09/2011,Disability Snowsport UK,Paralympic Skiing,Lottery
"7,600.00",07/09/2011,Disability Snowsport UK,Paralympic Skiing,Lottery
"11,292.00",07/09/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"1,733.00",07/09/2011,Royal Yachting Association,Sailing,Exchequer
"33,653.00",07/09/2011,World Class Lifting,Weightlifting,Lottery
"61,765.00",07/09/2011,British Shooting,Target Shooting,Lottery
"1,568.00",07/09/2011,British Shooting,Target Shooting,Exchequer
"12,371.00",07/09/2011,Great Britain Boccia,Boccia,Lottery
"282,205.00",07/09/2011,Uk Athletics,Athletics,Exchequer
"60,461.00",07/09/2011,British Triathlon Federation,Triathlon,Lottery
"3,867.00",07/09/2011,British Swimming,Diving,Exchequer
"72,800.00",07/09/2011,British Swimming,Diving,Lottery
"7,266.00",07/09/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"147,981.00",07/09/2011,Uk Athletics,Athletics,Lottery
"10,734.00",07/09/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"3,726.00",07/09/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"47,939.00",07/09/2011,Pentathlon GB,Modern Pentathlon,Lottery
"72,621.00",07/09/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"1,378.00",07/09/2011,British Rowing,Rowing - Adaptive,Exchequer
"5,318.00",07/09/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"12,487.00",07/09/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"32,437.00",07/09/2011,British Wrestling Association,Wrestling,Lottery
"5,167.00",07/09/2011,British Rowing,Rowing - Adaptive,Lottery
"17,001.00",07/09/2011,British Rowing,Rowing - Adaptive,Exchequer
"11,504.00",07/09/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
"2,608.00",07/09/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"97,631.00",07/09/2011,British Gymnastics,Gymnastics - Women's Artistic,Lottery
944.00,07/09/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"70,411.00",07/09/2011,British Judo Association,Judo,Exchequer
"26,671.00",07/09/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"25,501.00",07/09/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"23,297.00",07/09/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
851.00,07/09/2011,British Wrestling Association,Wrestling,Exchequer
764.00,07/09/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"9,570.00",07/09/2011,British Judo Association,Judo - Visually Impaired,Lottery
"4,881.00",07/09/2011,British Swimming,Swimming,Exchequer
"13,353.00",07/09/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Lottery
645.00,07/09/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"3,867.00",07/09/2011,Uk Athletics,Disability Athletics,Exchequer
"55,831.00",07/09/2011,British Swimming,Diving,Exchequer
629.00,07/09/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"477,516.00",07/09/2011,British Cycling Federation,Cycling,Lottery
"12,975.00",07/09/2011,Disability Snowsport UK,Paralympic Skiing,Exchequer
"37,704.00",07/09/2011,Sport Taekwondo Limited,Taekwondo,Lottery
"20,788.00",07/09/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
716.00,07/09/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Exchequer
"59,393.00",07/09/2011,Pentathlon GB,Modern Pentathlon,Exchequer
"8,233.00",07/09/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"37,500.00",07/09/2011,British Paralympic Performance Services Ltd,,Exchequer
"41,423.00",07/09/2011,British Fencing Association,Fencing,Lottery
"5,083.00",07/09/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"126,569.00",07/09/2011,England Hockey,Hockey,Lottery
349.00,07/09/2011,British Disabled Fencing Association,Disability Fencing,Exchequer
"1,615.00",07/09/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"30,291.00",07/09/2011,British Swimming,Synchronised Swimming,Lottery
"618,668.00",07/09/2011,British Swimming,Swimming,Lottery
"49,054.00",07/09/2011,British Triathlon Federation,Triathlon,Exchequer
"1,378.00",07/09/2011,Great Britain Boccia,Boccia,Exchequer
930.00,07/09/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"3,979.00",07/09/2011,British Cycling Federation,Cycling,Exchequer
"53,102.00",07/09/2011,British Swimming,Para Swimming,Lottery
"356,947.00",07/09/2011,Royal Yachting Association,Sailing,Lottery
"78,898.00",07/09/2011,Badminton England,Badminton,Exchequer
"39,602.00",07/09/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"57,796.00",07/09/2011,British Volleyball Federation,Volleyball,Lottery
"6,003.00",07/09/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"19,490.00",07/09/2011,Disability Snowsport UK,Paralympic Skiing,Lottery
"3,138.00",07/09/2011,British Volleyball Federation,Volleyball,Exchequer
"65,194.00",07/09/2011,British Performance Basketball Ltd,Basketball,Exchequer
"34,341.00",07/09/2011,British Swimming,Swimming,Exchequer
"4,837.00",07/09/2011,Pentathlon GB,Modern Pentathlon,Lottery
"11,478.00",07/09/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"9,675.00",07/09/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"3,322.00",07/09/2011,English Institute of Sport Company,,Exchequer
"41,567.00",07/09/2011,British Swimming,Synchronised Swimming,Exchequer
"32,917.00",07/09/2011,British Canoe Union,Canoeing,Lottery
"79,404.00",07/09/2011,British Amateur Boxing Association Ltd,Boxing,Lottery
"1,493.00",07/09/2011,British Fencing Association,Fencing,Exchequer
"6,448.00",07/09/2011,Pentathlon GB,Modern Pentathlon,Lottery
"17,764.00",07/09/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Lottery
"19,638.00",03/10/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"117,825.00",03/10/2011,British Equestrian Federation,Equestrian,Lottery
"1,050.00",10/10/2011,Sports Council for Wales,,Exchequer
"37,500.00",10/10/2011,British Paralympic Performance Services Ltd,,Exchequer
"2,920.00",10/10/2011,sportscotland,,Lottery
"14,678.00",10/10/2011,sportscotland,,Exchequer
"12,195.00",10/10/2011,British Blind Sport - Goalball,,Lottery
"1,000.00",10/10/2011,sportscotland,,Exchequer
389.00,10/10/2011,British Blind Sport - Goalball,,Exchequer
"61,092.00",10/10/2011,Sports Coach UK,,Exchequer
"618,547.00",10/10/2011,English Institute of Sport Company,,Exchequer
"5,333.00",10/10/2011,English Institute of Sport Company,,Exchequer
"1,500.00",10/10/2011,British Shooting,Target Shooting,Lottery
"5,167.00",10/10/2011,British Bob Skeleton Association,Skeleton,Lottery
"90,654.00",10/10/2011,British Bob Skeleton Association,Skeleton,Exchequer
"12,613.00",10/10/2011,British Rowing,Rowing - Adaptive,Lottery
"21,724.00",10/10/2011,National Ice Skating Association,Speed Skating,Exchequer
"21,539.00",10/10/2011,National Ice Skating Association,Speed Skating,Lottery
"5,163.00",10/10/2011,National Ice Skating Association,Speed Skating,Lottery
"3,654.00",10/10/2011,Disability Snowsport UK,Paralympic Skiing,Lottery
"2,302.00",10/10/2011,Disability Snowsport UK,Paralympic Skiing,Exchequer
"56,614.00",10/10/2011,British Performance Basketball Ltd,Basketball,Exchequer
"3,472.00",10/10/2011,British Performance Basketball Ltd,Basketball,Exchequer
"17,431.00",10/10/2011,British Bobsleigh Ltd,Bobsleigh,Exchequer
"2,716.00",10/10/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"31,000.00",10/10/2011,British Performance Basketball Ltd,Basketball,Lottery
"5,083.00",10/10/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"2,608.00",10/10/2011,Sport Taekwondo Limited,Taekwondo,Exchequer
"6,003.00",10/10/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
"97,631.00",10/10/2011,British Gymnastics,Gymnastics - Women's Artistic,Lottery
"1,717.00",10/10/2011,British Handball Association,Handball,Exchequer
"8,456.00",10/10/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Lottery
"70,411.00",10/10/2011,British Judo Association,Judo,Exchequer
"13,607.00",10/10/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Lottery
"52,827.00",10/10/2011,British Judo Association,Judo,Lottery
"126,569.00",10/10/2011,England Hockey,Hockey,Lottery
"26,671.00",10/10/2011,British Equestrian Federation,Paralympic Equestrian,Exchequer
"25,501.00",10/10/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"11,249.00",10/10/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"2,890.00",10/10/2011,Grand National Archery Society,Archery,Exchequer
"41,050.00",10/10/2011,Royal Yachting Association,Sailing,Lottery
"3,197.00",10/10/2011,Uk Athletics,Athletics,Exchequer
349.00,10/10/2011,British Disabled Fencing Association,Disability Fencing,Exchequer
"52,522.00",10/10/2011,British Fencing Association,Fencing,Lottery
"10,012.00",10/10/2011,British Judo Association,Judo - Visually Impaired,Exchequer
"17,001.00",10/10/2011,Great Britain Boccia,Boccia,Exchequer
"1,375.00",10/10/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"149,926.00",10/10/2011,British Canoe Union,Canoeing,Exchequer
"34,341.00",10/10/2011,British Swimming,Swimming,Exchequer
"3,212.00",10/10/2011,British Swimming,Swimming,Exchequer
"2,492.00",10/10/2011,British Swimming,Synchronised Swimming,Exchequer
"1,615.00",10/10/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"27,630.00",10/10/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"8,370.00",10/10/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
645.00,10/10/2011,World Class Lifting (Paralympic),Powerlifting,Exchequer
"18,140.00",10/10/2011,Grand National Archery Society,Archery - Paralympic,Exchequer
"9,343.00",10/10/2011,Grand National Archery Society,Archery - Paralympic,Lottery
"2,239.00",10/10/2011,British Cycling Federation,Cycling - Paralympic,Exchequer
"7,933.00",10/10/2011,British Equestrian Federation,Equestrian,Exchequer
"104,483.00",10/10/2011,British Equestrian Federation,Equestrian,Lottery
"1,652.00",10/10/2011,British Swimming,Water Polo,Exchequer
"25,240.00",10/10/2011,British Swimming,Synchronised Swimming,Lottery
"89,022.00",10/10/2011,British Swimming,Para Swimming,Exchequer
"9,675.00",10/10/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"20,008.00",10/10/2011,British Equestrian Federation,Equestrian,Lottery
"7,806.00",10/10/2011,British Swimming,Para Swimming,Exchequer
"4,297.00",10/10/2011,British Rowing,Rowing,Exchequer
"32,319.00",10/10/2011,World Class Lifting,Weightlifting,Lottery
"475,930.00",10/10/2011,Royal Yachting Association,Sailing,Lottery
"30,000.00",10/10/2011,British Triathlon Federation,Triathlon,Exchequer
"50,211.00",10/10/2011,Uk Athletics,Disability Athletics,Exchequer
"55,831.00",10/10/2011,British Swimming,Diving,Exchequer
"456,920.00",10/10/2011,British Rowing,Rowing,Lottery
"32,917.00",10/10/2011,British Canoe Union,Canoeing,Lottery
"61,370.00",10/10/2011,British Canoe Union,Canoeing,Lottery
629.00,10/10/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Exchequer
"17,143.00",10/10/2011,Badminton England,Badminton,Lottery
"49,054.00",10/10/2011,British Triathlon Federation,Triathlon,Exchequer
"3,133.00",10/10/2011,British Triathlon Federation,Triathlon,Exchequer
"41,351.00",10/10/2011,British Cycling Federation,Cycling - Paralympic,Lottery
"2,310.00",10/10/2011,Royal Yachting Association,Sailing,Exchequer
"20,788.00",10/10/2011,Great Britain Wheelchair Rugby,Wheelchair Rugby,Exchequer
"1,568.00",10/10/2011,British Shooting,Target Shooting,Exchequer
716.00,10/10/2011,British Olympic Table Tennis Federation,Table Tennis (GB),Exchequer
"1,378.00",10/10/2011,Great Britain Boccia,Boccia,Exchequer
"38,556.00",10/10/2011,British Swimming,Diving,Lottery
"15,000.00",10/10/2011,Great Britain Wheelchair Basketball Association,Wheelchair Basketball,Lottery
"147,981.00",10/10/2011,Uk Athletics,Athletics,Lottery
"15,304.00",10/10/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"1,240.00",10/10/2011,Royal Yachting Association,Sailing - Paralympic,Exchequer
"10,977.00",10/10/2011,Royal Yachting Association,Sailing - Paralympic,Lottery
"72,621.00",10/10/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"5,318.00",10/10/2011,British Amateur Boxing Association Ltd,Boxing,Exchequer
"79,404.00",10/10/2011,British Amateur Boxing Association Ltd,Boxing,Lottery
"31,370.00",10/10/2011,British Judo Association,Judo,Lottery
"20,837.00",10/10/2011,British Judo Association,Judo - Visually Impaired,Lottery
"29,018.00",10/10/2011,British Judo Association,Judo,Lottery
"5,167.00",10/10/2011,British Rowing,Rowing - Adaptive,Lottery
"17,001.00",10/10/2011,British Rowing,Rowing - Adaptive,Exchequer
"96,223.00",10/10/2011,British Gymnastics,Gymnastics - Women's Artistic,Exchequer
944.00,10/10/2011,British Table Tennis Association for the Disabled,Disability Table Tennis,Exchequer
"55,910.00",10/10/2011,British Handball Association,Handball,Lottery
"129,897.00",10/10/2011,England Hockey,Hockey,Exchequer
"19,178.00",10/10/2011,British Equestrian Federation,Paralympic Equestrian,Lottery
"44,551.00",10/10/2011,Grand National Archery Society,Archery,Exchequer
"1,229.00",10/10/2011,Disabled Target Shooting of Great Britain,Paralympic Shooting,Exchequer
"3,979.00",10/10/2011,British Cycling Federation,Cycling,Exchequer
"9,570.00",10/10/2011,British Judo Association,Judo - Visually Impaired,Lottery
"35,793.00",10/10/2011,British Swimming,Synchronised Swimming,Exchequer
"5,999.00",10/10/2011,World Class Lifting (Paralympic),Powerlifting,Lottery
"36,222.00",10/10/2011,Uk Athletics,Disability Athletics,Lottery
"123,295.00",10/10/2011,British Equestrian Federation,Equestrian,Exchequer
"3,867.00",10/10/2011,Uk Athletics,Disability Athletics,Exchequer
"15,939.00",10/10/2011,British Disabled Fencing Association,Disability Fencing,Lottery
